,manufacturer,car_name,year,no_of_owners,kms_driven,city,transmission,mileage,fuel_type,mode_of_sale,seats,engine,max_power,price,links
391,Chevrolet,Sail,2015,Second,"17,000",agartala,Manual,18.2,Petrol,Individual,5,1199,82.4,3,https://www.cardekho.com/used-car-details/used-Chevrolet-Sail-1.2-LS-cars-Agartala_0FF6400270086635166B465B330265EB.htm
392,Maruti,Alto,2016,Second,"35,000",agartala,Manual,30.46 ,CNG,Individual,5,796,47.3,2.6,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2012-2016-CNG-LXI-cars-Agartala_A6C5FAE7F1BC2069980D6D30A93D0393.htm
393,Datsun,RediGO,2017,First,"9,500",agartala,Manual,22.7,Petrol,Individual,5,799,53,3,https://www.cardekho.com/used-car-details/used-Datsun-redi-GO-2016-2020-Sport-cars-Agartala_F48F7954995AEFD62FE0B69568713B49.htm
394,Ford,Figo,2014,Second,"30,000",agartala,Manual,15.6,Petrol,Individual,5,1196,70.02,2.3,https://www.cardekho.com/used-car-details/used-Ford-Figo-2012-2015-Petrol-EXI-cars-Agartala_0173BF1D0FE471684B4CE2681AB4904C.htm
395,Hyundai,Santro,2008,First,"89,346",agartala,Manual,17.92,Petrol,Individual,5,1086,63,1,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Non-AC-eRLX-Euro-II-cars-Agartala_4E02FB4D989E42950937105EC075EBFB.htm
396,Hyundai,i10,2010,First,"1,00,000",agartala,Manual,20.36,Petrol,Individual,5,1197,78.9,1.8,https://www.cardekho.com/used-car-details/used-Hyundai-i10-Sportz-cars-Agartala_149CF0735DDB14B41BE32B0C972DB5D0.htm
397,Maruti,Omni,2012,Second,"1,10,000",agartala,Manual,10.9 ,CNG,Individual,8,796,,1.8,https://www.cardekho.com/used-car-details/used-Maruti-Omni-CNG-cars-Agartala_AB1CD9CF78A0296478DF1B27304BABAC.htm
398,Tata,Indica,2011,Second,"1,14,000",agartala,Manual,15.3,Petrol,Individual,5,1193,65.3,"75,000",https://www.cardekho.com/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Agartala_0976A579B7D8B77D6DBE506C477CB20A.htm
399,Ford,Figo,2012,Second,"60,000",agartala,Manual,15.6,Petrol,Individual,5,1196,70,2,https://www.cardekho.com/used-car-details/used-Ford-Figo-2010-2012-Petrol-EXI-Option-cars-Agartala_8E027A1DB1C16FF7B967C07F9C38B7D4.htm
400,Mahindra,Bolero,2010,Second,"3,80,000",ahmednagar,Manual,13.6,Diesel,Individual,7,2523,63,3.11,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2001-2010-SLX-cars-Ahmednagar_28FA09F5E987FF2C4D57CE3243756181.htm
401,Hyundai,i20,2010,Second,"67,000",ahmednagar,Manual,17.0,Petrol,Individual,5,1197,80,2.9,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2010-2012-1.2-Sportz-cars-Ahmednagar_B9B146A202ADD997781FC6E2D7C9ADFF.htm
402,Maruti,Celerio,2019,First,"7,000",ahmednagar,Manual,23.1,Petrol,Individual,5,998,67.04,5.1,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-ZXI-MT-BSIV-cars-Ahmednagar_4DCE7365541D68E410969932F0CA1168.htm
403,Hyundai,i10,2011,Second,"60,000",ahmednagar,Manual,20.36,Petrol,Individual,5,1197,78.9,2.1,https://www.cardekho.com/used-car-details/used-Hyundai-i10-Magna-cars-Ahmednagar_386A210AA8F15193A87CC3AB8A5016AA.htm
404,Mahindra,E,2019,First,"18,281",ahmednagar,Automatic,0.0 k,Electric,Individual,5,72,41.57,11.97,https://www.cardekho.com/used-car-details/used-Mahindra-E-Verito-D2-cars-Ahmednagar_D800A745A4F6C41D6C0B4F263DD3839D.htm
405,Renault,KWID,2016,First,"35,000",ahmednagar,Manual,25.17,Petrol,Individual,5,799,53.3,2.8,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-RXT-cars-Ahmednagar_76439380E5654573B7817A58CFC65D41.htm
406,Renault,KWID,2019,First,"27,000",ahmednagar,Automatic,24.04,Petrol,Individual,5,999,67,4.6,https://www.cardekho.com/used-car-details/used-Renault-KWID-1.0-RXT-AMT-BSIV-cars-Ahmednagar_E42331E08DC0BF31DA32BB4988CE36DD.htm
407,Maruti,Ciaz,2018,First,"47,000",ahmednagar,Automatic,19.12,Petrol,Individual,5,1373,91.1,7.6,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-1.4-AT-Delta-cars-Ahmednagar_211A0E875CE5C18EE9F8D0592FE0A585.htm
408,Hyundai,i20,2013,First,"1,67,200",ahmednagar,Manual,21.27,Diesel,Individual,5,1396,88.76,3.8,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2012-2014-Asta-1.4-CRDi-cars-Ahmednagar_00524A9C253E0855732E14012AE7A47F.htm
409,Fiat,Grande,2010,Second,"97,000",ahmednagar,Manual,20.3,Diesel,Individual,5,1248,75,1.75,https://www.cardekho.com/used-car-details/used-Fiat-Grande-Punto-2009-2013-1.3-Emotion-(Diesel)-cars-Ahmednagar_892F333C90E83634A53F3E59FEFCD864.htm
410,Nissan,Micra,2013,First,"70,000",ahmednagar,Manual,19.49,Petrol,Individual,5,1198,67.04,1.92,https://www.cardekho.com/used-car-details/used-Nissan-Micra-Active-XL-Petrol-cars-Ahmednagar_D890D66D76B872B0A732CB38AFB695E7.htm
411,Skoda,Rapid,2013,Second,"1,00,000",ahmednagar,Manual,20.5,Diesel,Individual,5,1598,103.5,3,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-2011-2013-1.6-TDI-Active-cars-Ahmednagar_6EAE2DEF76DB353992739DF6A57D76DC.htm
412,Mahindra,Scorpio,2014,First,"60,000",ahmednagar,Manual,15.4,Diesel,Individual,7,2179,120,8.51,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-S6-7-Seater-cars-Ahmednagar_6FCDF109F9DFD02D5C42C523BFB442E6.htm
413,Maruti,Zen,2001,Third,"20,000",ahmednagar,Manual,17.3,Petrol,Individual,5,993,60,"55,000",https://www.cardekho.com/used-car-details/used-Maruti-Zen-VXI-cars-Ahmednagar_F105A475F2018464F82866FF5C095329.htm
414,Volkswagen,Vento,2013,Second,"98,000",ahmednagar,Manual,20.54,Diesel,Individual,5,1598,103.6,4.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Highline-cars-Ahmednagar_77828F4904856C4A73B86C559DBE5ECF.htm
415,Mahindra,Verito,2011,Second,"70,000",ahmednagar,Manual,21.0,Diesel,Individual,5,1461,64.1,2.1,https://www.cardekho.com/used-car-details/used-Mahindra-Verito-2010-2012-1.5-D2-BSIII-cars-Ahmednagar_807A90127B73DEA1EF9E1E6E6BDE48A2.htm
416,Mahindra,Bolero,2015,Second,"80,000",ahmednagar,Manual,15.96,Diesel,Individual,7,2523,62.1,3.96,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2011-2019-SLE-cars-Ahmednagar_3CBFC385177D5FD170EA41707F613F37.htm
417,Toyota,Fortuner,2011,Second,"1,20,000",ahmednagar,Manual,11.5,Diesel,Individual,7,2982,171,10.5,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2009-2011-3.0-Diesel-cars-Ahmednagar_54376C10C5FFA341C5CB750A4CB07BB1.htm
418,Maruti,Wagon,2015,First,"80,000",ahmednagar,Manual,21.79,Petrol,Individual,5,998,67.05,4,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-cars-Ahmednagar_41785041D12BAFBFC3F04A3CD854EFE3.htm
419,Renault,Duster,2016,First,"50,000",ahmednagar,Manual,19.87,Diesel,Individual,5,1461,83.8,8.5,https://www.cardekho.com/used-car-details/used-Renault-Duster-2016-2019-85PS-Diesel-RxZ-cars-Ahmednagar_6BA51B9A122F49986C2F7C7A24643A1A.htm
420,Toyota,Glanza,2019,First,"10,001",ahwa,Manual,21.01,Petrol,Dealer,5,1197,81.80,8,https://www.cardekho.com/used-car-details/used-Toyota-Glanza-V-cars-New-Delhi_732C5E34612CFCB2D3873DF0F1A4EC4A.htm
421,BMW,3,2019,First,"8,000",ahwa,Automatic,15.34,Petrol,Dealer,5,1998,248,48.5,https://www.cardekho.com/used-car-details/used-BMW-3-Series-GT-M-Sport-Petrol-cars-New-Delhi_8DB094119A0ED9ED1FDF0AB24C6C9EEB.htm
422,BMW,X4,2019,First,"16,110",ahwa,Automatic,16.78,Diesel,Dealer,5,1995,190,56.75,https://www.cardekho.com/used-car-details/used-BMW-X4-M-Sport-X-xDrive20d-cars-New-Delhi_1C4428E0B4FD556A378608C2232D6445.htm
423,BMW,5,2016,First,"42,000",ahwa,Automatic,18.12,Diesel,Dealer,5,1995,190,25.75,https://www.cardekho.com/used-car-details/used-BMW-5-Series-2013-2017-520d-Luxury-Line-cars-New-Delhi_797943735DBC277ADB1A1D2CE8854B97.htm
424,Skoda,Yeti,2012,First,"1,20,000",ahwa,Manual,17.67,Diesel,Individual,5,1968,138.08,5.5,https://www.cardekho.com/used-car-details/used-Skoda-Yeti-2009-2013-Elegance-cars-New-Delhi_1B39409CCBF740AC5C85EE59C4A73734.htm
425,Maruti,Baleno,2017,First,"14,000",ahwa,Manual,21.4,Petrol,Dealer,5,1197,83.1,6.37,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-New-Delhi_C908ED1A05D18D783455256F0FB9671E.htm
426,Maruti,Baleno,2017,First,"25,398",ahwa,Manual,21.4,Petrol,Trustmark Dealer,5,1197,83.1,6.25,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-New-Delhi_20EBEA61E1EFA4CB638766DBF7B9BB8C.htm
427,Hyundai,Grand,2016,First,"15,595",ahwa,Manual,18.9,Petrol,Trustmark Dealer,5,1197,82,4.55,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-New-Delhi_28236795C01112814567E24AF5C0EB60.htm
428,Maruti,Alto,2015,First,"23,959",ahwa,Automatic,23.95,Petrol,Trustmark Dealer,5,998,67.05,3.45,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-AMT-cars-Noida_781070F3F50B1C7E4B6D69AAEDE3DB9E.htm
429,Hyundai,i20,2019,First,"6,000",ahwa,Manual,18.6,Petrol,Dealer,5,1197,81.83,6.4,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Spotz-cars-New-Delhi_012F60C4A438C3ADC8D98B3886E1E7BD.htm
430,Maruti,Swift,2018,First,"17,000",ahwa,Manual,19.3,Diesel,Dealer,5,1248,73.9,6,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-New-Delhi_5C9688FFA3CB24531798C57A5EB08D9F.htm
431,Maruti,Baleno,2018,First,"19,000",ahwa,Manual,21.01,Petrol,Dealer,5,1197,81.80,6.1,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Alpha-cars-New-Delhi_0193C79AAB886BEA7B3A251AC5805DEC.htm
432,BMW,5,2018,First,"22,100",ahwa,Automatic,22.48,Diesel,Dealer,5,1995,187.74,44,https://www.cardekho.com/used-car-details/used-BMW-5-Series-520d-Luxury-Line-cars-New-Delhi_DE14761B5399BE0382164C9F48542E00.htm
433,Hyundai,i20,2019,First,"16,004",ahwa,Manual,18.6,Petrol,Dealer,5,1197,81.83,6.6,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Asta-Option-cars-New-Delhi_70FFC22D6B072691ECBFC71D6D288C34.htm
434,Mercedes-Benz,E-Class,2018,First,"29,000",ahwa,Automatic,16.1,Diesel,Dealer,5,1950,191.7,45,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-E-Class-Exclusive-E-220-d-BSIV-cars-New-Delhi_2B3002709318FFF29F2C6029C9A73156.htm
435,BMW,6,2019,First,"16,000",ahwa,Automatic,17.09,Diesel,Dealer,4,2993,261.4,58,https://www.cardekho.com/used-car-details/used-BMW-6-Series-GT-630d-Luxury-Line-cars-New-Delhi_CC86EC9F54E05D60336687B8E507559D.htm
436,Mahindra,Ssangyong,2014,First,"49,000",ahwa,Automatic,11.18,Diesel,Dealer,7,2696,184,8.75,https://www.cardekho.com/used-car-details/used-Mahindra-Ssangyong-Rexton-RX7-cars-New-Delhi_321B9ADB00F0D26B6ED540188D75EF10.htm
437,Ford,Freestyle,2018,First,"20,000",ahwa,Manual,19.0,Petrol,Dealer,5,1194,94.68,5.49,https://www.cardekho.com/used-car-details/used-Ford-Freestyle-Trend-Petrol-BSIV-cars-New-Delhi_9D0CB9A27751FFB70F34B193C0ED8443.htm
438,Mercedes-Benz,E-Class,2014,First,"42,001",ahwa,Automatic,13.0,Diesel,Dealer,5,2143,204,15.75,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-E-Class-2015-2017-E250-CDI-Avantgarde-cars-New-Delhi_BDA59BAF6EC5AC113928DEB63886FEE1.htm
439,Maruti,Swift,2019,First,"10,000",aizawl,Manual,21.21,Petrol,Individual,5,1197,81.80,6,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VXI-cars-Aizawl_B4DC958403C178DE564A9F69558C9A54.htm
440,BMW,X1,2016,Second,"15,000",aizawl,Automatic,15.71,Petrol,Individual,5,1998,189,25,https://www.cardekho.com/used-car-details/used-BMW-X1-2015-2020-sDrive20i-xLine-cars-Aizawl_A55DAF3369E43B0644B30FE4353E14C0.htm
441,Toyota,Etios,2011,First,"50,000",ajmer,Manual,17.6,Petrol,Individual,5,1496,88.7,3.75,https://www.cardekho.com/used-car-details/used-Toyota-Etios-2010-2012-VX-cars-Ajmer_D2CC8645E8856D19CEE28E17E23FAA22.htm
442,Ford,Figo,2017,Second,"40,000",ajmer,Manual,25.83,Diesel,Individual,5,1498,99,5.25,https://www.cardekho.com/used-car-details/used-Ford-Aspire-1.5-TDCi-Trend-cars-Ajmer_6B2DCE61192D67AAC4D15D8C6F43F49E.htm
443,Mahindra,Bolero,2018,First,"35,000",ajmer,Manual,16.5,Diesel,Individual,7,1493,70,8,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-Power-Plus-ZLX-cars-Ajmer_92F94E6CADD6BA3D33BCE1FA99858252.htm
444,Maruti,Swift,2013,First,"70,000",ajmer,Manual,22.9,Diesel,Individual,5,1248,74,4.51,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2011-2014-VDI-cars-Ajmer_9024DFB6CF81F1F15562011A124BC9AF.htm
445,Volkswagen,Polo,2011,Third,"40,000",ajmer,Manual,16.47,Petrol,Individual,5,1198,73.9,2.4,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Trendline-1.2L-cars-Ajmer_B0B3BC410946611E63A9841D63754B9A.htm
446,Isuzu,D-Max,2017,First,"51,000",ajmer,Manual,12.4,Diesel,Individual,5,2499,134,12.5,https://www.cardekho.com/used-car-details/used-Isuzu-D-MAX-V-Cross-2015-2019-4X4-cars-Ajmer_66C6B71A73C99954D182B764E2BDA6BE.htm
447,Hyundai,i10,2009,Second,"80,000",ajmer,Manual,20.36,Petrol,Individual,5,1197,78.9,1.9,https://www.cardekho.com/used-car-details/used-Hyundai-i10-Magna-1.2-iTech-SE-cars-Ajmer_EFF26264F3F3D2A4FD2B35F08D84AE3C.htm
448,Maruti,Omni,2003,Fourth & Abov,"40,000",ajmer,Manual,19.7,Petrol,Individual,8,796,35,"45,000",https://www.cardekho.com/used-car-details/used-Maruti-Omni-8-Seater-BSII-cars-Ajmer_74D0A7A9C8CA6EF8661C097A90A98CBA.htm
449,Mahindra,Bolero,2011,Second,"1,12,000",alwar,Manual,13.6,Diesel,Individual,7,2523,63,2.9,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2001-2010-VLX-CRDe-cars-Alwar_BBDA21D94AC6C8FA629B438DA007959E.htm
450,Hyundai,Santro,2006,First,"15,000",alwar,Manual,17.0,Petrol,Individual,5,1086,null,"80,000",https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-XL-eRLX-Euro-II-cars-Alwar_64B562C704CAF27C6C7B6FB5C3CA6033.htm
451,Hyundai,i20,2019,First,"12,000",alwar,Manual,18.6,Petrol,Individual,5,1197,81.86,7.35,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-Asta-Option-BSIV-cars-Alwar_FA87FCADC11826DB26AE9E4354FE595F.htm
452,Mahindra,Bolero,2016,First,"70,000",alwar,Manual,16.5,Diesel,Individual,7,1493,70,5.9,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-Power-Plus-ZLX-cars-Alwar_432E227ED2E2A70999AF558A83C14683.htm
453,Honda,City,2019,First,"63,000",alwar,Manual,25.6,Diesel,Individual,5,1498,97.9,11.1,https://www.cardekho.com/used-car-details/used-Honda-City-2017-2020-i-DTEC-VX-cars-Alwar_58804E03E62260D61A05732AF200BA23.htm
454,Maruti,SX4,2016,First,"1,00,000",alwar,Manual,23.65,Diesel,Individual,5,1248,88.5,6.5,https://www.cardekho.com/used-car-details/used-Maruti-SX4-S-Cross-2015-2017-DDiS-200-Sigma-cars-Alwar_8DB9F46A26585E94DA0F64790ADF07BB.htm
455,Maruti,Wagon,2008,Second,"80,000",alwar,Manual,18.9,Petrol,Individual,5,1061,67,1.29,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-2006-2010-LXI-Minor-cars-Alwar_975DC60523E318A1FD268296ECD6031C.htm
456,Mahindra,Bolero,2010,First,"3,50,000",alwar,Manual,13.6,Diesel,Individual,7,2523,63,3.25,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2001-2010-SLX-cars-Alwar_79AD2B4BB5E807AE3780B7366C805150.htm
457,Maruti,Alto,2007,Second,"1,00,000",alwar,Manual,19.7,Petrol,Individual,5,796,46.3,1.05,https://www.cardekho.com/used-car-details/used-Maruti-Alto-LX-cars-Alwar_B1CECDF2DB888C12F2E0555D38E26D2B.htm
458,Hyundai,Grand,2017,First,"60,000",alwar,Manual,24.0,Diesel,Individual,5,1186,73.97,5.25,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-CRDi-Era-cars-Alwar_DE63A3963C7C2F92E3A962DAC885CF86.htm
459,Maruti,SX4,2011,Second,"1,05,212",alwar,Manual,21.5,Diesel,Individual,5,1248,88.8,2.5,https://www.cardekho.com/used-car-details/used-Maruti-SX4-2007-2012-ZDI-cars-Alwar_F92F1090CC18A44E34E80954D5E96DC8.htm
460,Mahindra,Scorpio,2011,Third,"1,20,000",alwar,Manual,12.05,Diesel,Individual,7,2179,120,4.5,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-VLX-2WD-7S-BSIV-cars-Alwar_1F4A188EA7152FD31290486491C71374.htm
461,Ford,Figo,2011,First,"1,10,000",alwar,Manual,20.0,Diesel,Individual,5,1399,68,2.2,https://www.cardekho.com/used-car-details/used-Ford-Figo-2010-2012-Diesel-LXI-cars-Alwar_B2C9874223EC2632E0BD5C6EC2BBB4E8.htm
462,Hyundai,Creta,2015,First,"1,10,000",alwar,Manual,19.67,Diesel,Individual,5,1582,126.2,11,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-cars-Alwar_C944B1CE3ABE2D32ED39C83815B24942.htm
463,Maruti,Wagon,2010,First,"35,000",amravati,Manual,26.2 ,LPG,Individual,5,998,58.2,2,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-2010-2012-Duo-Lxi-cars-Amravati_FBB8CCE6D9E6AD94AE46450FC569711A.htm
464,Honda,City,2007,Third,"80,000",amravati,Manual,17.7,Petrol,Individual,5,1497,78,1.3,https://www.cardekho.com/used-car-details/used-Honda-City-ZX-2005-2008-GXi-cars-Amravati_2E5ABE61F5D271866811CD894E64CBF4.htm
465,Ford,Ikon,2005,Second,"1,10,000",amravati,Manual,13.8,Petrol,Individual,5,1299,70,1,https://www.cardekho.com/used-car-details/used-Ford-Ikon-1.3-Flair-cars-Amravati_C027A41AC05823920C768D7954AC78AA.htm
466,Ford,Figo,2016,First,"1,00,000",amravati,Manual,25.83,Diesel,Individual,5,1498,99,4.25,https://www.cardekho.com/used-car-details/used-Ford-Figo-2015-2019-1.5D-Base-MT-cars-Amravati_BFFE32627EF19D6B948545D4E3737B9F.htm
467,Hyundai,Getz,2006,Second,"45,000",amravati,Manual,16.8,Petrol,Individual,5,1341,61,1.4,https://www.cardekho.com/used-car-details/used-Hyundai-Getz-GL-cars-Amravati_DB897A274E9D06F2ADDF60937C708AC4.htm
468,Hyundai,Grand,2017,First,"50,000",amravati,Automatic,18.9,Petrol,Individual,5,1197,82,4.5,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2016-2017-Magna-AT-cars-Amravati_6F65640A5840154299E5142EBCF67165.htm
469,Maruti,Baleno,2017,First,"25,000",amravati,Automatic,21.4,Petrol,Individual,5,1197,83.1,7,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-CVT-Zeta-cars-Amravati_57F6BE2E086A59256FADD27B0637EBF0.htm
470,Maruti,Swift,2014,First,"62,204",amravati,Manual,23.4,Diesel,Individual,5,1248,74,5.9,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VDI-cars-Amravati_9DEDCF5861E0D9D8768A8B4E8F979B9F.htm
471,Maruti,Alto,2007,Second,"85,000",amravati,Manual,19.7,Petrol,Individual,5,796,46.3,"90,000",https://www.cardekho.com/used-car-details/used-Maruti-Alto-2005-2010-LXi-BSIII-cars-Amravati_04C623101BCD7FB4AB8CB5EF5D5F2ED0.htm
472,Mahindra,Scorpio,2011,Second,"2,00,000",amravati,Automatic,11.79,Diesel,Individual,8,2179,120,3.9,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2006-2009-VLS-AT-2.2-mHAWK-cars-Amravati_06CD257E542BB96CE7B7F7FAD94830F4.htm
473,Hyundai,Santro,2010,First,"2,00,000",amravati,Manual,0.0,Petrol,Individual,5,1086,62,1.3,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Amravati_846D866FD83B93C3A3B7434F91564034.htm
474,Hyundai,i20,2018,First,"25,000",amravati,Manual,21.19,Diesel,Individual,5,1396,88.73,8.5,https://www.cardekho.com/used-car-details/used-Hyundai-i20-Active-1.4-SX-cars-Amravati_D29BC32BA370CB66FD3B70955C209039.htm
475,Maruti,Ignis,2017,Second,"30,000",amravati,Manual,26.8,Diesel,Individual,5,1248,74,4.25,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.3-Sigma-cars-Amravati_F887ED2A3D7B4167C63AEEB2F236C498.htm
476,Maruti,Ritz,2015,Second,"1,84,000",amravati,Manual,18.5,Petrol,Individual,5,1197,85.80,2.7,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VXi-cars-Amravati_E912996B0F2A24179CD9A7CDEB7C5646.htm
477,Volkswagen,Polo,2013,Second,"80,000",amravati,Manual,22.07,Diesel,Individual,5,1199,73.9,3.9,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Highline-1.2L-cars-Amravati_5F2E3CAF7898E997E752C03C9CF9CC7C.htm
478,Hyundai,Verna,2010,Second,"60,000",amravati,Manual,16.8,Diesel,Individual,5,1493,110,2.45,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2006-2010-CRDi-cars-Amravati_588226455AC140E78B5320ACB366DFC7.htm
479,Tata,Manza,2010,Second,"1,21,000",amravati,Manual,21.12,Diesel,Individual,5,1248,88.8,1.9,https://www.cardekho.com/used-car-details/used-Tata-Manza-Aura-(ABS)-Quadrajet-BS-IV-cars-Amravati_8813C4717375F73765ABA49D92992C5B.htm
480,Hyundai,i20,2015,First,"1,12,300",amravati,Manual,18.6,Petrol,Individual,5,1197,81.83,5.35,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2014-2015-Asta-Option-1.2-cars-Amravati_EF62674075209175F062F4BAB2F6DEFF.htm
481,Mahindra,Verito,2012,Third,"1,32,000",amravati,Manual,21.0,Diesel,Individual,5,1461,64.1,2,https://www.cardekho.com/used-car-details/used-Mahindra-Verito-2010-2012-1.5-D6-BSIV-cars-Amravati_7C018D3DCCEC5D95BA5E480366A19796.htm
482,Skoda,Octavia,2006,First,"80,000",amravati,Manual,18.7,Diesel,Individual,5,1896,66,1.95,https://www.cardekho.com/used-car-details/used-Skoda-Octavia-2000-2010-Ambiente-1.9-TDI-MT-cars-Amravati_3437094EEB70F814E247A86E380EBF28.htm
483,Honda,WR-V,2019,First,"8,022",amritsar,Manual,17.5,Petrol,Dealer,5,1199,88.7,8.41,https://www.cardekho.com/used-car-details/used-Honda-WRV-2017-2020-i-VTEC-VX-cars-Amritsar_CC764FBF4B4762D033D71BE0118E0E86.htm
484,Maruti,Swift,2014,Second,"62,646",amritsar,Manual,23.4,Diesel,Dealer,5,1248,74,4.08,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VDI-cars-Amritsar_2831E20509ADC3F89CA7BD045419C6ED.htm
485,Chevrolet,Tavera,2006,First,"2,30,000",amritsar,Manual,14.8,Diesel,Individual,10,2499,80,1.4,https://www.cardekho.com/used-car-details/used-Chevrolet-Tavera-2003-2007-ELITE-LS-B3-10-Seats-BSIII-cars-Amritsar_42BFDB907F43AE0658646BCE88C3F156.htm
486,Toyota,Innova,2012,Second,"80,000",amritsar,Manual,12.99,Diesel,Individual,7,2494,100,5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2012-2013-2.5-G-(Diesel)-7-Seater-cars-Amritsar_877B5101C89C9761F078207CB3BC736D.htm
487,Toyota,Innova,2012,Second,"80,000",amritsar,Manual,12.99,Diesel,Individual,7,2494,100,5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2012-2013-2.5-G-(Diesel)-7-Seater-cars-Amritsar_3CC9DC3AC9C51DC7B057268DA1A7CE7F.htm
488,Mahindra,Scorpio,2012,First,"80,000",amritsar,Manual,14.0,Diesel,Individual,8,2523,75,4,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-EX-cars-Amritsar_4146FC84525FDE037D944E29EF5725EA.htm
489,Fiat,Grande,2012,First,"1,10,000",amritsar,Manual,20.3,Diesel,Individual,5,1248,75,2.55,https://www.cardekho.com/used-car-details/used-Fiat-Grande-Punto-2009-2013-Active-(Diesel)-cars-Amritsar_A21FD6DFE8289947A41DC90C1949D511.htm
490,Hyundai,Santro,2008,Second,"70,000",amritsar,Manual,17.92,Petrol,Individual,5,1086,62.1,1.3,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Amritsar_F8E3A1DE3DF048FB95B198835119ADFF.htm
491,Hyundai,Creta,2017,First,"1,600",amritsar,Manual,19.67,Diesel,Dealer,5,1582,126.2,12.1,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-cars-Amritsar_20EE9009E25F53F46A28FEFCAE42718B.htm
492,Volkswagen,Ameo,2019,First,"10,000",amritsar,Manual,19.44,Petrol,Dealer,5,999,75,6.4,https://www.cardekho.com/used-car-details/used-Volkswagen-Ameo-1.0-MPI-Comfortline-Plus-cars-Amritsar_83123705B1C5610555EF5738D7541CBE.htm
493,Mahindra,KUV,2016,First,"18,000",amritsar,Manual,25.32,Diesel,Dealer,5,1198,77,4.75,https://www.cardekho.com/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-D75-K4-5str-cars-Amritsar_77023150E199752B30FB981DBA4E295C.htm
