,manufacturer,car_name,year,no_of_owners,kms_driven,city,transmission,mileage,fuel_type,mode_of_sale,seats,engine,max_power,price,links
596,Maruti,Eeco,2016,First,"55,000",bhubaneswar,Manual,15.37,Petrol,Dealer,5,1196,73,3.5,https://www.cardekho.com/used-car-details/used-Maruti-Eeco-5-Seater-AC-BSIV-cars-Bhubaneswar_CF8DB2043204D2615376CACA6DDB894C.htm
597,Toyota,Innova,2013,First,"42,000",bhubaneswar,Manual,12.99,Diesel,Dealer,8,2494,100.6,8,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G-(Diesel)-8-Seater-cars-Bhubaneswar_6B31CF1EBBAAEA6AAE98B26601E17E08.htm
598,Maruti,Wagon,2014,First,"49,000",bhubaneswar,Manual,21.79,Petrol,Dealer,5,998,67.05,3.2,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-cars-Bhubaneswar_5BC2AD3321E76085B82C2BC232881348.htm
599,Maruti,Swift,2018,First,"39,528",bhubaneswar,Manual,21.21,Petrol,Dealer,5,1197,81.80,5.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VXI-cars-Bhubaneswar_287E127838330F822416BB480B00F621.htm
600,Honda,City,2017,First,"46,528",bhubaneswar,Automatic,18.0,Petrol,Dealer,5,1497,117.6,9.4,https://www.cardekho.com/used-car-details/used-Honda-City-2017-2020-i-VTEC-CVT-VX-cars-Bhubaneswar_B2996DD6BDB862BA92CB7B8A24387AF0.htm
601,Maruti,Ignis,2017,First,"45,000",bhubaneswar,Manual,20.89,Petrol,Dealer,5,1197,81.80,4.8,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-Delta-cars-Bhubaneswar_07FFA2EA8D67CC409943A95855698D13.htm
602,Maruti,Wagon,2014,First,"42,000",bhubaneswar,Manual,21.79,Petrol,Dealer,5,998,67.05,3.4,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-cars-Bhubaneswar_BC9D5FDB0530B2C4010F5EDDDFF5AFD3.htm
603,Maruti,Celerio,2014,First,"20,000",bhubaneswar,Automatic,23.1,Petrol,Individual,5,998,67.04,3.4,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-2014-2017-VXI-AT-cars-Bhubaneswar_9D7D1426277AD56F7C3E012B09E34300.htm
604,Hyundai,i20,2016,First,"54,000",bhubaneswar,Manual,21.19,Diesel,Dealer,5,1396,88.73,6.2,https://www.cardekho.com/used-car-details/used-Hyundai-i20-Active-1.4-S-cars-Bhubaneswar_B8FD8ACBB1A5024103C02A2ACFC9E034.htm
605,Toyota,Etios,2015,First,"48,636",bhubaneswar,Manual,17.71,Petrol,Dealer,5,1197,78.9,3.65,https://www.cardekho.com/used-car-details/used-Toyota-Etios-Liva-1.2-G-cars-Bhubaneswar_27ECB61AA6EC704D29658138AA7610DA.htm
606,Toyota,Innova,2015,First,"78,000",bhubaneswar,Manual,12.99,Diesel,Dealer,8,2494,100.6,10.2,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G-(Diesel)-8-Seater-cars-Bhubaneswar_4AF9CFDB8E3069F3B5C8E950A3317922.htm
607,Toyota,Innova,2015,First,"73,000",bhubaneswar,Manual,12.99,Diesel,Dealer,8,2494,100,10.5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2012-2013-2.5-G-(Diesel)-8-Seater-cars-Bhubaneswar_ADC4AB07990186D4947F0A5817B86375.htm
608,Maruti,Swift,2018,First,"63,284",bhubaneswar,Manual,22.0,Petrol,Dealer,5,1197,81.80,6.1,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-BS-IV-cars-Bhubaneswar_88502372DDCC2C5D5C49FFEBFC30B921.htm
609,Mahindra,XUV500,2015,First,"65,000",bhubaneswar,Manual,15.1,Diesel,Dealer,7,2179,140,10.6,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-2011-2015-Xclusive-Edition-cars-Bhubaneswar_9D92370DA7B803C0EC7D26A34284352A.htm
610,Mahindra,XUV300,2019,First,"40,000",bidar,Manual,17.0,Petrol,Individual,5,1197,110,11.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV300-W8-Option-BSIV-cars-Bidar_5FCA5C421546324B759BF715B248DB61.htm
611,Nissan,Kicks,2019,First,"13,500",bidar,Manual,14.23,Petrol,Individual,5,1498,104.55,9.5,https://www.cardekho.com/used-car-details/used-Nissan-Kicks-XL-BSIV-cars-Bidar_A64F288B564B0BD285BA3A6245DA453B.htm
612,Skoda,Octavia,2006,Fourth & Abov,"1,20,000",bidar,Manual,18.7,Diesel,Individual,5,1896,66,2.2,https://www.cardekho.com/used-car-details/used-Skoda-Octavia-2000-2010-Classic-1.9-TDI-MT-cars-Bidar_E4BA459E20DD3D191EE6BBFE93C245AD.htm
613,Maruti,Swift,2013,Second,"1,20,000",bidar,Manual,22.9,Diesel,Individual,5,1248,74,4.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2011-2014-VDI-cars-Bidar_499055AC4853400E9ABB666A5624EF2A.htm
614,Chevrolet,Cruze,2010,First,"80,000",bidar,Manual,18.3,Diesel,Individual,5,1991,147.9,4.1,https://www.cardekho.com/used-car-details/used-Chevrolet-Cruze-2010-2011-LTZ-cars-Bidar_EC75254DE12EE0A4DBB8D07E0979F71D.htm
615,Maruti,Zen,1996,Third,"40,000",bidar,Manual,17.3,Petrol,Individual,5,993,60,"70,000",https://www.cardekho.com/used-car-details/used-Maruti-Zen-LX-BSII-cars-Bidar_A753B81D9427ABF0A6D88FB8092555B1.htm
616,Tata,Harrier,2019,First,"15,000",bidar,Manual,17.0,Diesel,Individual,5,1956,138.1,17.5,https://www.cardekho.com/used-car-details/used-Tata-Harrier-XZ-BSIV-cars-Bidar_A03DC753412D61FCBE0048C580EE1BED.htm
617,Maruti,Swift,2019,First,"35,000",bidar,Manual,28.4,Diesel,Individual,5,1248,74.02,7.5,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-VDI-cars-Bidar_B03BF9A41DB5E6B713A17FBFD893BA73.htm
618,Toyota,Fortuner,2017,First,"70,000",bidar,Manual,14.24,Diesel,Individual,7,2755,174.5,28,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2016-2021-2.8-2WD-MT-BSIV-cars-Bidar_A399A143E646F7B41CA3BDC53800371F.htm
619,Maruti,Zen,2000,First,"25,000",bidar,Manual,17.3,Petrol,Individual,5,993,60,"58,000",https://www.cardekho.com/used-car-details/used-Maruti-Zen-LX-cars-Bidar_619C35BFBA51FF8B4D3DC39381F515AF.htm
620,Hyundai,EON,2014,Third,"1,10,000",bidar,Manual,21.1,Petrol,Individual,5,814,55.2,2.2,https://www.cardekho.com/used-car-details/used-Hyundai-EON-Magna-Plus-cars-Bidar_55701836236707E05C531E0D2642943D.htm
621,Maruti,Swift,2016,First,"1,00,000",bidar,Manual,26.59,Diesel,Individual,5,1248,74,6.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Bidar_A45E28FC1A20851FB192175BC9844823.htm
622,Toyota,Fortuner,2014,Second,"50,000",bidar,Manual,13.0,Diesel,Individual,7,2982,168.7,19,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2011-2016-4x2-MT-TRD-Sportivo-cars-Bidar_F7B4A374AB18A0DBC71717931C51EA8B.htm
623,Maruti,Ertiga,2015,Second,"80,000",bidar,Manual,20.77,Diesel,Individual,7,1248,88.8,8,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-cars-Bidar_2A3A9FB295FE0128A01E0E8A20219034.htm
624,Tata,Indica,2007,Second,"1,00,000",bidar,Manual,16.8,Diesel,Individual,5,1405,62,"65,000",https://www.cardekho.com/used-car-details/used-Tata-Indica-V2-Turbo-DLS-TC-cars-Bidar_8F41AC6BC576204AA4DE540A511F19EE.htm
625,Maruti,Ertiga,2015,Second,"1,40,000",bidar,Manual,20.77,Diesel,Individual,7,1248,88.76,6.5,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-VDI-cars-Bidar_695D5709B06C77C3EF5685788BF42401.htm
626,Maruti,Swift,2014,Second,"90,000",bidar,Manual,25.2,Diesel,Individual,5,1248,74,4.96,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VDI-BSIV-cars-Bidar_51283045D42F8C11270862F1254906BB.htm
627,Maruti,Ertiga,2014,Second,"1,50,000",bidar,Manual,20.77,Diesel,Individual,7,1248,88.8,6.5,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-cars-Bidar_2C54BD3375D13317F17EC05B88F808CE.htm
628,Chevrolet,Beat,2012,First,"1,89,000",bidar,Manual,25.44,Diesel,Individual,5,936,57.6,1.7,https://www.cardekho.com/used-car-details/used-Chevrolet-Beat-2010-2013-Diesel-LT-cars-Bidar_1A27C345D43E43E9C2407BA5D00667AA.htm
629,Maruti,Swift,2009,Second,"1,00,000",bidar,Manual,19.3,Diesel,Individual,5,1248,73.9,3.1,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-LDi-cars-Bidar_F5F38EE5C738A8E3475191EE8247AF9D.htm
630,Toyota,Innova,2019,First,"22,000",bihar,Automatic,11.36,Diesel,Individual,8,2755,171.5,18.5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.8-GX-AT-8S-BSIV-cars-Patna_863F3ADEBE04D5B3C6102D1C615821C9.htm
631,Maruti,Swift,2013,Second,"35,000",bihar,Manual,19.3,Diesel,Dealer,5,1248,73.9,4.45,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-Zdi-BSIV-cars-Patna_ADB05C955727E49935E8BD41F4776421.htm
632,Maruti,Wagon,2016,First,"25,000",bihar,Manual,18.9,Petrol,Dealer,5,998,67.1,3.71,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-2010-2012-VXI-BS-IV-cars-Patna_635831158504312FF11A0A075EB322A6.htm
633,Hyundai,i20,2018,First,"25,000",bihar,Manual,18.6,Petrol,Dealer,5,1197,81.83,7,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Asta-cars-Patna_055ABC2104830DE3DBD53C00C636B8F6.htm
634,Hyundai,Verna,2018,First,"25,000",bihar,Manual,17.0,Petrol,Individual,5,1591,121.3,8.5,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2017-2020-VTVT-1.6-SX-cars-Muzaffarpur_7C602A918BC20B227014A316215351A9.htm
635,Hyundai,Grand,2015,First,"32,000",bihar,Manual,24.0,Diesel,Dealer,5,1120,70,3.75,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-CRDi-Magna-cars-Patna_D1AFED90D7ED02262E0D482877A66D08.htm
636,Mahindra,XUV500,2018,First,"50,000",bihar,Manual,16.0,Diesel,Individual,7,2179,138,13.8,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-W9-2WD-cars-Gaya_9FFA25AD24930512E00181582C1EEB0F.htm
637,Maruti,Swift,2011,First,"1,33,300",bihar,Manual,19.3,Diesel,Individual,5,1248,73.9,2.1,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-Begusarai_4351873ABF62236CFCA84DF49BC4F5C2.htm
638,Hyundai,Xcent,2014,Second,"36,000",bihar,Manual,24.4,Diesel,Dealer,5,1120,71,4.45,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-2014-2016-1.1-CRDi-SX-cars-Patna_F1608DF91B22831467A6ED5D5AD85682.htm
639,Toyota,Fortuner,2015,First,"60,000",bihar,Automatic,12.55,Diesel,Dealer,7,2982,168.5,21,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2011-2016-4x4-AT-cars-Patna_5D326F294DE6E1EB4639E00A135C26CB.htm
640,Tata,Indigo,2015,First,"38,000",bihar,Manual,19.09,Diesel,Dealer,5,1405,69.01,2.65,https://www.cardekho.com/used-car-details/used-Tata-Indigo-CS-LX-(TDI)-BS-III-cars-Patna_30153AC5E81A0AFED43B2D83D79B21BD.htm
641,Maruti,Alto,2015,Second,"43,396",bihar,Manual,23.95,Petrol,Individual,5,998,67.05,2.2,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-cars-Gopalganj_E2C72BA0C18C21AE3C4AC2CE70D8D703.htm
642,Tata,Aria,2016,Second,"60,000",bihar,Manual,15.05,Diesel,Individual,7,2179,147.9,9,https://www.cardekho.com/used-car-details/used-Tata-Aria-Pleasure-4x2-cars-Katihar_EA885A21DFB4DEB22FE6FCBE86438C38.htm
643,Volkswagen,Polo,2014,First,"25,000",bihar,Manual,16.47,Petrol,Dealer,5,1198,73.9,4.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Highline-1.2L-cars-Patna_AF37C5C11524039D9EAC5F49278A28AE.htm
644,Hyundai,Xcent,2018,First,"22,979",bihar,Manual,25.4,Diesel,Dealer,5,1186,73.97,6.11,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-CRDi-S-cars-Patna_8564F93A068F845F07C46EE02A539104.htm
645,Maruti,Ertiga,2014,First,"30,000",bihar,Manual,16.02,Petrol,Dealer,7,1373,93.7,5.91,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-VXI-ABS-cars-Patna_6F365DF6BAB1F22D033EEC9938CF3A1C.htm
646,Maruti,Swift,2017,First,"80,000",bihar,Automatic,28.4,Diesel,Individual,5,1248,74.02,6.5,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-AMT-VDI-cars-Bhagalpur_7EEAF3C23DE5BFE767A34464B387EA1A.htm
647,Maruti,Ertiga,2014,First,"34,000",bihar,Manual,16.02,Petrol,Dealer,7,1373,93.7,5.75,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-VXI-cars-Patna_7EB5DE5DE8602D1873CCC12513B06BAC.htm
648,Maruti,Alto,2019,First,"15,000",bihar,Manual,24.7,Petrol,Individual,5,796,47.3,3.25,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-cars-Supaul_FFFDB97052A4BDAF72C324C497405209.htm
649,Hyundai,i10,2014,First,"25,000",bihar,Manual,19.81,Petrol,Individual,5,1086,68.05,3,https://www.cardekho.com/used-car-details/used-Hyundai-i10-Sportz-1.1L-cars-Bhagalpur_CC4BCD0C61897E98436273DFBF19708B.htm
650,Maruti,Zen,2011,Second,"1,10,000",bilaspur,Manual,19.0,Petrol,Individual,5,998,67.1,1.4,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIV-cars-Bilaspur_1D7F143C10F6CF159B22DCC5013A2BB1.htm
651,Mahindra,Scorpio,2011,First,"50,000",bilaspur,Manual,13.5,Diesel,Individual,5,2179,115,5,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-M2DI-cars-Bilaspur_885C3015E756807E4C81B2906147A146.htm
652,Hyundai,i20,2011,Second,"60,000",bilaspur,Manual,17.0,Petrol,Individual,5,1197,80,2.5,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2010-2012-1.2-Sportz-cars-Bilaspur_07F3D2E341A9EE573F320A719CF03125.htm
653,Hyundai,Getz,2010,First,"45,000",bilaspur,Manual,12.3,Petrol,Individual,5,1086,66.6,2.25,https://www.cardekho.com/used-car-details/used-Hyundai-Getz-Prime-1.1-GVS-Option-cars-Bilaspur_CD1D28DE3836AA0498345035CD869CB3.htm
654,Maruti,Swift,2013,Second,"1,00,000",bilaspur,Manual,23.4,Diesel,Individual,5,1248,74,3.75,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VDI-cars-Bilaspur_A8F41B11D5439336BAC91F1514366571.htm
655,Tata,Indica,2010,First,"90,000",bilaspur,Manual,17.0,Diesel,Individual,5,1405,71,2,https://www.cardekho.com/used-car-details/used-Tata-Indica-Vista-2008-2013-Terra-1.4-TDI-cars-Bilaspur_7B4A8B0C7966E8AD722DE5FB6CA452D1.htm
656,Tata,Safari,2015,Second,"1,00,000",bilaspur,Manual,14.0,Diesel,Individual,7,2179,138.1,8.71,https://www.cardekho.com/used-car-details/used-Tata-Safari-Storme-2012-2015-EX-cars-Bilaspur_6C63751B105FA5E82C19E37C0436D4B9.htm
657,Renault,Duster,2016,First,"25,000",bilaspur,Manual,19.87,Diesel,Individual,5,1461,83.8,5.7,https://www.cardekho.com/used-car-details/used-Renault-Duster-2016-2019-85PS-Diesel-RxL-cars-Bilaspur_6E2C2E542E44AA128D7E0FEA8F2ACB1C.htm
658,Maruti,Alto,2014,First,"50,000",bilaspur,Manual,20.92,Petrol,Individual,5,998,67.1,2.5,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-2010-2014-2010-2014-VXI-cars-Bilaspur_05EE1CB9C6252E35060BF315A4125190.htm
659,Hyundai,Creta,2015,Fourth & Abov,"60,000",bilaspur,Manual,15.29,Petrol,Individual,5,1591,121.3,6.55,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.6-VTVT-SX-Plus-Dual-Tone-cars-Bilaspur_50F7BB94EA3E94BD26089E68707C2E32.htm
660,Skoda,Fabia,2013,First,"1,50,000",bilaspur,Manual,20.86,Diesel,Individual,5,1199,75,1.95,https://www.cardekho.com/used-car-details/used-Skoda-Fabia-2010-2015-1.2L-Diesel-Elegance-cars-Bilaspur_34FC395975C7D139F68EC26383689874.htm
661,Hyundai,Santro,2009,First,"50,000",bilaspur,Manual,17.92,Petrol,Individual,5,1086,62.1,1.25,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Bilaspur_D05226A81E8EC58B7BC904E6782F46D2.htm
662,Ford,Figo,2015,First,"58,000",bilaspur,Manual,18.16,Petrol,Individual,5,1196,86.8,2.9,https://www.cardekho.com/used-car-details/used-Ford-Figo-2015-2019-1.2P-Titanium-MT-cars-Bilaspur_CED012E60B43530CCF6F390BAEAE1F9A.htm
663,Hyundai,Grand,2018,First,"54,700",bilaspur,Manual,24.0,Diesel,Individual,5,1186,73.97,4.3,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-CRDi-Era-cars-Bilaspur_209A1CA028FB0A8505FFB563239BEDEF.htm
664,Maruti,Alto,2019,First,"12,955",bilaspur,Manual,23.95,Petrol,Individual,5,998,67.1,3.75,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-VXI-Airbag-cars-Bilaspur_BCD25103FAD797A2EB84711AF2C99A27.htm
665,Maruti,Ertiga,2018,First,"25,000",bilaspur,Manual,17.5,Petrol,Individual,7,1373,91.1,7.2,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-BSIV-VXI-cars-Bilaspur_C88B80EFE629703A7E9C4E0D72454C18.htm
666,Honda,City,2012,First,"50,000",bilaspur,Manual,16.8,Petrol,Individual,5,1497,116.3,4.5,https://www.cardekho.com/used-car-details/used-Honda-City-2011-2013-V-MT-cars-Bilaspur_6E308E2C96A1597A2632FE9602FEC6AC.htm
667,Maruti,Vitara,2016,First,"50,000",bilaspur,Manual,24.3,Diesel,Individual,5,1248,88.5,8.1,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-ZDi-Plus-Dual-Tone-cars-Bilaspur_F187159BDD03DF0A5A58F857D16BF58A.htm
668,Maruti,Swift,2015,First,"40,000",bilaspur,Manual,20.4,Petrol,Individual,5,1197,81.80,4.8,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VXI-Optional-cars-Bilaspur_92A792F8F7FE1BE6264E6EB7FFF5839A.htm
669,Tata,Indigo,2012,Third,"70,000",bilaspur,Manual,23.57,Diesel,Individual,5,1396,70,1.7,https://www.cardekho.com/used-car-details/used-Tata-Indigo-XL-CR4-cars-Bilaspur_A9CF0FAAED6AD4EC0603FB319DC7CE06.htm
670,Toyota,Innova,2012,First,"25,000",chittoor,Manual,12.8,Diesel,Individual,8,2494,102,11,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2009-2011-2.5-VX-8-STR-BSIV-cars-Chittoor_BCE94B55D60AC86A4B0DBCA0C25C89D0.htm
671,Tata,Sumo,2010,Second,"1,20,000",chittoor,Manual,12.2,Diesel,Individual,9,1948,68,2.56,https://www.cardekho.com/used-car-details/used-Tata-Sumo-Victa-CX-9-Seater-cars-Chittoor_015AC67B3F029B11E3A97590342AA606.htm
672,Maruti,Eeco,2019,First,"40,000",chittoor,Manual,15.37,Petrol,Individual,7,1196,73,3.4,https://www.cardekho.com/used-car-details/used-Maruti-Eeco-7-Seater-Standard-BSIV-cars-Chittoor_010E259DD63DC85404C97F182DC50C4E.htm
673,Hyundai,Santro,2001,First,"98,450",chittoor,Manual,0.0,Petrol,Individual,5,999,null,"80,000",https://www.cardekho.com/used-car-details/used-Hyundai-Santro-GS-zipDrive---Euro-II-cars-Chittoor_59DC2C477BF2584713C37728BBB8F621.htm
674,Hyundai,Creta,2017,First,"80,000",chittoor,Manual,19.67,Diesel,Individual,5,1582,126.2,11,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-cars-Chittoor_10CF689500B178C93F5DC078616E1C8A.htm
675,Hyundai,Verna,2013,Third,"1,46,000",chittoor,Manual,22.32,Diesel,Individual,5,1582,126.3,5,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-CRDI-cars-Chittoor_B0904863B6472F40A7D0E1DF53F8F435.htm
676,Toyota,Innova,2007,Third,"1,20,000",chittoor,Manual,12.8,Diesel,Individual,7,2494,102,5.5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2004-2011-2.5-V-Diesel-7-seater-cars-Chittoor_AC762A1FBE4DD14074511C799AB50E22.htm
677,Tata,Indica,2007,Third,"1,20,000",chittoor,Manual,17.88,Diesel,Individual,5,1396,52.8,"60,000",https://www.cardekho.com/used-car-details/used-Tata-Indica-V2-DL-BSIII-cars-Chittoor_8EC063EE2A5C41ACC85A569C23AA9FEC.htm
678,Ambassador,Grand,2007,Second,"1,20,000",chittoor,Manual,13.5,Diesel,Individual,5,1995,52,1.85,https://www.cardekho.com/used-car-details/used-Ambassador-Grand-2000-DSZ-PW-CL-cars-Chittoor_468E629DD504F084B75937A73F33D359.htm
679,Ford,Figo,2013,First,"1,45,000",chittoor,Manual,20.0,Diesel,Individual,5,1399,68.1,2.4,https://www.cardekho.com/used-car-details/used-Ford-Figo-2012-2015-Diesel-Celebration-Edition-cars-Chittoor_6AE231D56FDCB8493377DF09886A1909.htm
680,Toyota,Innova,2012,First,"25,000",chittoor,Manual,12.99,Diesel,Individual,8,2494,100,10.5,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2012-2013-2.5-VX-(Diesel)-8-Seater-BS-IV-cars-Chittoor_3209A411CCE5B63833CC7B1E98ADED73.htm
681,Mahindra,XUV500,2016,Second,"90,000",chittoor,Manual,16.0,Diesel,Individual,7,2179,140,12,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-W10-AWD-cars-Chittoor_7E9A0CE5151B73E491C12A647EE03EBE.htm
682,Tata,Tiago,2017,First,"35,000",chodavaram,Manual,27.28,Diesel,Individual,5,1047,69,4.5,https://www.cardekho.com/used-car-details/used-Tata-Tiago-2016-2019-1.05-Revotorq-XZ-cars-Chodavaram_56F8DD947E960D588EA79C10C411BA47.htm
683,Maruti,Swift,2013,First,"67,929",cochin,Manual,23.4,Diesel,Individual,5,1248,74,4.25,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VDI-cars-Kochi_92AE94C9A5D808E7820243AEFD1EE0E1.htm
684,Ford,Figo,2017,Second,"1,00,000",cochin,Manual,25.83,Diesel,Individual,5,1498,99,4.45,https://www.cardekho.com/used-car-details/used-Ford-Aspire-1.5-TDCi-Titanium-cars-Kochi_2E3748A8D5628D585761AF4B4A603C09.htm
685,Renault,Pulse,2014,First,"58,000",cochin,Manual,23.08,Diesel,Individual,5,1461,63.12,3.71,https://www.cardekho.com/used-car-details/used-Renault-Pulse-2012-2014-RxZ-cars-Kochi_1692FFE189572F7E5B5D8B34E8D38D65.htm
686,Honda,Amaze,2016,First,"50,000",cochin,Manual,18.0,Petrol,Individual,5,1198,86.7,4.6,https://www.cardekho.com/used-car-details/used-Honda-Amaze-2013-2016-S-i-Vtech-cars-Kochi_A21CFA96D130AB9AC80287D53C1393C2.htm
687,Nissan,X-Trail,2013,Third,"1,34,000",cochin,Automatic,13.29,Diesel,Individual,5,1995,147.6,8.5,https://www.cardekho.com/used-car-details/used-Nissan-X-Trail-2009-2014-SLX-AT-cars-Kochi_81F62A5D8843666870A120A473020EDF.htm
688,Maruti,Ertiga,2016,First,"86,000",cochin,Manual,24.52,Diesel,Individual,7,1248,88.5,7,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-SHVS-VDI-cars-Kochi_03C9C6C9D21320DF8281C27A6FB58891.htm
689,Renault,Duster,2015,First,"30,000",cochin,Manual,20.45,Diesel,Individual,5,1461,83.8,7,https://www.cardekho.com/used-car-details/used-Renault-Duster-2012-2015-85PS-Diesel-RxL-Plus-cars-Kochi_5B73FB1DC626E6CE71B5B4F2C7803B62.htm
690,Maruti,Swift,2013,First,"1,38,000",cochin,Manual,18.6,Petrol,Individual,5,1197,85.8,3.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2011-2014-VXI-cars-Kochi_7057C3356C14E45F345E5252D7ABB898.htm
691,Mahindra,Verito,2013,First,"20,000",cochin,Manual,20.8,Diesel,Individual,5,1461,64.1,3.3,https://www.cardekho.com/used-car-details/used-Mahindra-Verito-Vibe-1.5-dCi-D6-cars-Kochi_110A52715380FB34D14426DB3AC9D5AD.htm
692,Toyota,Etios,2016,First,"1,02,000",cochin,Manual,23.59,Diesel,Individual,5,1364,67.05,6.45,https://www.cardekho.com/used-car-details/used-Toyota-Etios-2014-2016-GD-cars-Kochi_479CC1A5B16D71AAB0CDF939F877171E.htm
693,Volkswagen,Polo,2011,Second,"1,57,000",cochin,Manual,22.07,Diesel,Individual,5,1199,73.9,3,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Comfortline-1.2L-cars-Kochi_405570D1E1B0F7042F8125D0E14F91F4.htm
694,Hyundai,i20,2015,First,"86,992",cochin,Manual,18.6,Petrol,Dealer,5,1197,81.83,4.4,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2015-2017-Magna-1.2-cars-Kochi_99234CD32B0FFDF50FD9E00EB80FA60B.htm
695,Ford,Figo,2012,Second,"68,307",cochin,Manual,20.0,Diesel,Dealer,5,1399,68,2,https://www.cardekho.com/used-car-details/used-Ford-Figo-2010-2012-Diesel-ZXI-cars-Kochi_382A72D3DB0F76BFE47BC3CA9F946380.htm
696,Ford,Figo,2016,First,"62,494",cochin,Manual,19.4,Petrol,Dealer,5,1194,94.93,4.4,https://www.cardekho.com/used-car-details/used-Ford-Aspire-Titanium-BSIV-cars-Kochi_1BB236EEC67677858CB06EAE4FA0B1D6.htm
697,Ford,Ecosport,2017,First,"55,022",cochin,Manual,17.0,Petrol,Dealer,5,1497,121.36,6.5,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Trend-BSIV-cars-Kochi_7730EB1E3D3E0BCB67447410FC0E475F.htm
698,Ford,Figo,2016,First,"22,996",cochin,Manual,18.16,Petrol,Dealer,5,1196,86.8,4.25,https://www.cardekho.com/used-car-details/used-Ford-Figo-2015-2019-1.2P-Trend-MT-cars-Kochi_D450B84D8E0E6EB28FE625A319C3DF9B.htm
